customer_key,prefix,first_name,last_name,birth_date,marital_status,gender,email_address,annual_income,total_children,education_level,occupation,home_owner,age
17575,MR.,Marcus,Brown,1969-12-14,Single,Male,marcus4@adventure-works.com,50000,2,Bachelors,Skilled Manual,Y,57
17576,MR.,Albert,Vazquez,1969-07-02,Married,Male,albert14@adventure-works.com,50000,2,Bachelors,Skilled Manual,Y,57
17577,MR.,Justin,Lee,1969-06-01,Single,Male,justin50@adventure-works.com,60000,1,Graduate Degree,Professional,Y,57
17578,MRS.,Megan,Thompson,1969-11-22,Married,Female,megan18@adventure-works.com,60000,1,Graduate Degree,Professional,Y,57
17579,MR.,Jack,Chen,1971-06-12,Married,Male,jack26@adventure-works.com,60000,1,Graduate Degree,Professional,Y,55
17580,MR.,Noah,White,1971-10-14,Married,Male,noah54@adventure-works.com,70000,3,Graduate Degree,Professional,Y,55
17581,MR.,Jack,Henderson,1971-08-11,Married,Male,jack5@adventure-works.com,70000,3,Graduate Degree,Professional,Y,55
17582,MRS.,Katherine,Wilson,1968-08-19,Single,Female,katherine77@adventure-works.com,70000,2,Bachelors,Skilled Manual,N,58
17583,MRS.,Stephanie,Cook,1968-07-17,Single,Female,stephanie8@adventure-works.com,70000,2,Bachelors,Skilled Manual,N,58
17584,MRS.,Lisa,Liu,1968-06-04,Single,Female,lisa7@adventure-works.com,70000,2,Bachelors,Skilled Manual,N,58
17585,MR.,Seth,Griffin,1968-03-20,Single,Male,seth69@adventure-works.com,70000,2,Bachelors,Skilled Manual,N,58
17586,MS.,Cassidy,Patterson,1967-06-27,Single,Female,cassidy11@adventure-works.com,40000,0,Bachelors,Professional,Y,59
17587,MR.,Curtis,Liang,1970-05-26,Married,Male,curtis13@adventure-works.com,60000,2,Graduate Degree,Professional,Y,56
17588,MR.,Gavin,Bennett,1970-05-13,Married,Male,gavin1@adventure-works.com,60000,2,Graduate Degree,Professional,Y,56
17589,MRS.,Melanie,Brooks,1970-04-20,Single,Female,melanie12@adventure-works.com,60000,2,Graduate Degree,Professional,Y,56
17590,MR.,Garrett,Cox,1970-10-09,Married,Male,garrett15@adventure-works.com,60000,2,Graduate Degree,Professional,Y,56
17591,MR.,Spencer,Hughes,1970-03-04,Married,Male,spencer13@adventure-works.com,70000,4,Graduate Degree,Professional,Y,56
17592,MR.,Bryan,Sanders,1970-09-27,Married,Male,bryan6@adventure-works.com,70000,4,Graduate Degree,Professional,Y,56
17593,MR.,Richard,Butler,1970-08-23,Married,Male,richard69@adventure-works.com,70000,4,Graduate Degree,Professional,Y,56
17594,MRS.,Michelle,Cook,1970-11-07,Married,Female,michelle21@adventure-works.com,70000,4,Graduate Degree,Professional,Y,56
17595,MR.,Benjamin,Garcia,1967-04-07,Married,Male,benjamin53@adventure-works.com,50000,2,Bachelors,Skilled Manual,Y,59
17596,MRS.,Adrienne,Vazquez,1966-11-06,Single,Female,adrienne11@adventure-works.com,60000,3,Bachelors,Skilled Manual,Y,60
17597,MRS.,Sarah,Diaz,1966-07-11,Single,Female,sarah46@adventure-works.com,60000,3,Bachelors,Skilled Manual,Y,60
17598,MR.,Cameron,Harris,1966-10-12,Married,Male,cameron32@adventure-works.com,60000,0,Graduate Degree,Professional,Y,60
17600,MR.,Timothy,Brooks,1966-11-28,Single,Male,timothy3@adventure-works.com,60000,0,Graduate Degree,Professional,Y,60
17601,MR.,Jose,Hall,1966-01-25,Married,Male,jose83@adventure-works.com,60000,0,Graduate Degree,Professional,Y,60
17602,MR.,Dalton,Williams,1966-07-05,Married,Male,dalton2@adventure-works.com,60000,0,Graduate Degree,Professional,Y,60
17603,MRS.,Anna,Patterson,1969-08-10,Married,Female,anna35@adventure-works.com,70000,5,Graduate Degree,Professional,Y,57
17604,MR.,Noah,Robinson,1969-09-16,Single,Male,noah65@adventure-works.com,70000,5,Graduate Degree,Professional,Y,57
17605,MR.,Jon,Ma,1969-03-23,Married,Male,jon36@adventure-works.com,70000,5,Graduate Degree,Professional,Y,57
17606,MRS.,Jacqueline,Peterson,1969-09-19,Married,Female,jacqueline29@adventure-works.com,70000,5,Graduate Degree,Professional,Y,57
17607,MR.,Frederick,Gonzalez,1965-04-15,Single,Male,frederick15@adventure-works.com,40000,0,Bachelors,Professional,N,61
17608,MR.,Carlos,Cooper,1965-07-15,Single,Male,carlos10@adventure-works.com,40000,0,Bachelors,Professional,N,61
17609,MR.,Charles,Davis,1965-07-05,Single,Male,charles8@adventure-works.com,40000,0,Bachelors,Professional,N,61
17610,MRS.,Anna,White,1965-09-01,Single,Female,anna50@adventure-works.com,80000,3,Bachelors,Skilled Manual,Y,61
17611,MR.,Luis,Butler,1965-02-10,Single,Male,luis13@adventure-works.com,80000,3,Bachelors,Skilled Manual,N,61
17612,MRS.,Courtney,Parker,1965-04-24,Single,Female,courtney5@adventure-works.com,80000,3,Bachelors,Skilled Manual,Y,61
17613,MR.,Dakota,Bryant,1965-10-01,Single,Male,dakota14@adventure-works.com,80000,3,Bachelors,Skilled Manual,Y,61
17614,MR.,Mason,Cook,1965-02-12,Single,Male,mason19@adventure-works.com,60000,0,Graduate Degree,Professional,Y,61
17615,MS.,Brittany,Long,1964-10-09,Single,Female,brittany8@adventure-works.com,40000,0,Bachelors,Professional,N,62
17616,MR.,Daniel,Weisman,1964-09-16,Single,Male,daniel4@adventure-works.com,60000,4,Bachelors,Skilled Manual,N,62
17617,MRS.,Abigail,Simmons,1964-05-12,Single,Female,abigail40@adventure-works.com,60000,4,Bachelors,Skilled Manual,Y,62
17618,MR.,Ramon,Liu,1964-09-15,Married,Male,ramon3@adventure-works.com,60000,4,Bachelors,Skilled Manual,Y,62
17619,MRS.,Chloe,Smith,1923-06-10,Married,Female,chloe34@adventure-works.com,60000,5,Partial High School,Skilled Manual,Y,103
17620,MRS.,Miranda,Coleman,1964-02-04,Single,Female,miranda6@adventure-works.com,60000,4,Bachelors,Skilled Manual,Y,62
17621,MS.,Brianna,Price,1963-08-02,Single,Female,brianna48@adventure-works.com,40000,0,Bachelors,Professional,Y,63
17622,MRS.,Courtney,Young,1963-07-06,Single,Female,courtney20@adventure-works.com,70000,4,Bachelors,Skilled Manual,Y,63
17623,MR.,Austin,Robinson,1968-03-18,Single,Male,austin34@adventure-works.com,70000,0,Bachelors,Professional,N,58
17624,MS.,Samantha,Alexander,1963-02-21,Single,Female,samantha41@adventure-works.com,70000,0,Bachelors,Professional,N,63
17625,MR.,Mason,Allen,1963-06-13,Married,Male,mason38@adventure-works.com,70000,0,Bachelors,Professional,N,63
17626,MR.,Alfredo,Blanco,1974-06-27,Married,Male,alfredo16@adventure-works.com,40000,1,Bachelors,Skilled Manual,Y,52
17627,MR.,Dennis,Chen,1974-09-09,Married,Male,dennis3@adventure-works.com,40000,1,Bachelors,Skilled Manual,Y,52
17628,MR.,Roberto,Munoz,1972-06-13,Single,Male,roberto7@adventure-works.com,10000,0,Partial High School,Manual,Y,54
17629,MS.,Tabitha,Torres,1972-06-19,Single,Female,tabitha32@adventure-works.com,20000,0,Partial High School,Manual,Y,54
17630,MR.,Gilbert,Zhang,1973-03-25,Married,Male,gilbert0@adventure-works.com,40000,1,Bachelors,Skilled Manual,Y,53
17631,MRS.,Cara,He,1973-07-25,Married,Female,cara14@adventure-works.com,40000,1,Bachelors,Skilled Manual,Y,53
17632,MR.,Jimmy,Serrano,1973-10-19,Married,Male,jimmy20@adventure-works.com,40000,1,Bachelors,Skilled Manual,Y,53
17633,MR.,Gary,Dominguez,1972-11-07,Single,Male,gary23@adventure-works.com,20000,0,Partial High School,Manual,N,54
17634,MS.,Kaitlin,Rana,1972-06-05,Single,Female,kaitlin11@adventure-works.com,20000,0,Partial High School,Manual,N,54
17635,MR.,Terry,Deng,1972-02-04,Single,Male,terry4@adventure-works.com,30000,0,High School,Manual,N,54
17636,MR.,Ross,Srini,1972-03-22,Single,Male,ross8@adventure-works.com,30000,0,High School,Manual,Y,54
17637,MR.,Arturo,Tang,1972-10-04,Single,Male,arturo28@adventure-works.com,30000,0,High School,Manual,N,54
17638,MR.,Clarence,Zheng,1972-02-02,Single,Male,clarence12@adventure-works.com,30000,0,High School,Manual,Y,54
17639,MRS.,Heather,Ma,1972-04-07,Single,Female,heather15@adventure-works.com,40000,2,Partial College,Clerical,Y,54
17640,MRS.,Haley,Allen,1916-12-07,Married,Female,haley58@adventure-works.com,30000,1,High School,Manual,Y,110
17641,MR.,Lorrin,Smith-Bates,1971-03-15,Single,Male,lorrin0@adventure-works.com,20000,0,Partial High School,Manual,N,55
17642,MR.,Gregory,Luo,1971-04-16,Single,Male,gregory10@adventure-works.com,20000,0,Partial High School,Manual,N,55
17643,MR.,Wesley,Cai,1971-10-15,Single,Male,wesley21@adventure-works.com,20000,0,Partial High School,Manual,Y,55
17644,MS.,Rebecca,Adams,1971-09-11,Single,Female,rebecca17@adventure-works.com,30000,0,High School,Manual,N,55
17645,MR.,Albert,Alonso,1971-02-21,Single,Male,albert10@adventure-works.com,30000,0,High School,Manual,N,55
17646,MS.,Leah,Xu,1971-04-27,Single,Female,leah9@adventure-works.com,30000,0,High School,Manual,N,55
17647,MRS.,Molly,Lopez,1971-11-15,Single,Female,molly15@adventure-works.com,40000,2,Partial College,Clerical,Y,55
17648,MR.,Gilbert,Sharma,1971-04-17,Single,Male,gilbert30@adventure-works.com,40000,2,Partial College,Clerical,Y,55
17649,MR.,Ronald,Mehta,1971-08-19,Single,Male,ronald16@adventure-works.com,40000,2,Partial College,Clerical,Y,55
17650,MRS.,Jessica,Sanders,1970-11-05,Single,Female,jessica24@adventure-works.com,40000,2,Partial College,Clerical,Y,56
17651,MR.,Ethan,Butler,1970-02-25,Single,Male,ethan10@adventure-works.com,40000,2,Partial College,Clerical,Y,56
17652,MR.,Javier,Vazquez,1970-09-23,Married,Male,javier9@adventure-works.com,50000,0,Graduate Degree,Skilled Manual,N,56
17653,MS.,Linda,Vazquez,1970-10-09,Single,Female,linda30@adventure-works.com,50000,0,Graduate Degree,Skilled Manual,Y,56
17654,MRS.,Caroline,Alexander,1975-11-03,Single,Female,caroline20@adventure-works.com,40000,3,Partial College,Clerical,Y,51
17655,MRS.,Angela,Sánchez,1974-05-02,Single,Female,angela49@adventure-works.com,40000,3,Partial College,Clerical,Y,52
17656,MS.,Carol,Martinez,1974-02-26,Single,Female,carol16@adventure-works.com,30000,0,Graduate Degree,Skilled Manual,Y,52
17657,MR.,Noah,Martin,1975-12-24,Married,Male,noah59@adventure-works.com,40000,4,Partial College,Clerical,N,51
17658,MRS.,Jade,Howard,1929-03-06,Married,Female,jade8@adventure-works.com,20000,2,High School,Manual,N,97
17659,MS.,Jodi,Tang,1966-07-07,Single,Female,jodi4@adventure-works.com,60000,0,Graduate Degree,Skilled Manual,Y,60
17660,MR.,Seth,Young,1966-08-04,Married,Male,seth25@adventure-works.com,60000,0,Graduate Degree,Skilled Manual,Y,60
17661,MRS.,Natalie,Smith,1954-07-04,Married,Female,natalie68@adventure-works.com,40000,1,Partial College,Clerical,Y,72
17662,MR.,Jose,Washington,1954-09-20,Married,Male,jose7@adventure-works.com,40000,1,Partial College,Clerical,Y,72
17663,MRS.,Elizabeth,Hayes,1955-02-17,Married,Female,elizabeth51@adventure-works.com,30000,1,High School,Clerical,N,71
17664,MR.,Devin,Robinson,1955-04-22,Single,Male,devin17@adventure-works.com,30000,2,High School,Clerical,Y,71
17665,MR.,Zachary,Jenkins,1955-04-16,Married,Male,zachary5@adventure-works.com,30000,2,High School,Clerical,N,71
17666,MR.,Steven,Torres,1955-08-11,Married,Male,steven14@adventure-works.com,40000,1,Partial College,Clerical,Y,71
17667,MR.,Jaime,Rai,1955-10-12,Married,Male,jaime40@adventure-works.com,40000,1,Partial College,Clerical,Y,71
17668,MR.,Eduardo,Peterson,1956-08-28,Single,Male,eduardo73@adventure-works.com,30000,2,High School,Skilled Manual,Y,70
17669,MRS.,Olivia,Rivera,1956-10-10,Married,Female,olivia33@adventure-works.com,30000,2,High School,Skilled Manual,N,70
17670,MRS.,Gabrielle,Alexander,1956-09-11,Married,Female,gabrielle41@adventure-works.com,30000,2,High School,Skilled Manual,Y,70
17671,MRS.,Emma,Stewart,1956-08-03,Married,Female,emma24@adventure-works.com,30000,2,High School,Skilled Manual,Y,70
17672,MR.,Thomas,Coleman,1956-10-26,Married,Male,thomas7@adventure-works.com,30000,2,High School,Skilled Manual,N,70
17673,MRS.,Amber,Scott,1956-05-06,Married,Female,amber14@adventure-works.com,40000,1,Partial College,Clerical,Y,70
17675,MRS.,Rosa,Li,1957-04-26,Married,Female,rosa3@adventure-works.com,30000,2,High School,Skilled Manual,N,69
17676,MR.,Eugene,Yang,1957-06-03,Married,Male,eugene9@adventure-works.com,30000,2,High School,Skilled Manual,N,69
17677,MR.,Lawrence,Hernandez,1958-08-24,Single,Male,lawrence1@adventure-works.com,40000,2,Partial College,Clerical,Y,68
17678,MR.,Julio,Blanco,1958-04-24,Single,Male,julio16@adventure-works.com,40000,2,Partial College,Clerical,Y,68
17679,MR.,Joe,Mehta,1958-11-03,Married,Male,joe17@adventure-works.com,40000,2,Partial College,Clerical,Y,68
17680,MRS.,Mackenzie,Gray,1958-01-01,Married,Female,mackenzie4@adventure-works.com,40000,2,Partial College,Clerical,Y,68
17681,MR.,Robert,Carter,1958-09-13,Married,Male,robert52@adventure-works.com,40000,2,Partial College,Clerical,Y,68
17682,MRS.,Anna,Ramirez,1958-09-22,Single,Female,anna20@adventure-works.com,80000,5,Graduate Degree,Skilled Manual,Y,68
17683,MRS.,Jenna,Evans,1958-01-17,Single,Female,jenna0@adventure-works.com,80000,4,Graduate Degree,Skilled Manual,Y,68
17684,MRS.,Leslie,Gomez,1958-07-05,Single,Female,leslie1@adventure-works.com,80000,4,Graduate Degree,Skilled Manual,Y,68
17685,MRS.,Diana,Torres,1958-03-17,Single,Female,diana11@adventure-works.com,80000,4,Graduate Degree,Skilled Manual,Y,68
17686,MR.,Jack,Griffin,1959-02-14,Single,Male,jack21@adventure-works.com,60000,4,Graduate Degree,Skilled Manual,Y,67
17688,MR.,Pedro,Subram,1959-11-24,Married,Male,pedro13@adventure-works.com,60000,4,Graduate Degree,Skilled Manual,Y,67
17689,MS.,Mary,Young,1972-06-22,Single,Female,mary37@adventure-works.com,50000,0,Graduate Degree,Skilled Manual,Y,54
17690,MS.,Jenna,Gonzalez,1972-12-15,Single,Female,jenna8@adventure-works.com,50000,0,Graduate Degree,Skilled Manual,Y,54
17691,MS.,Alexandria,Bradley,1973-04-24,Single,Female,alexandria1@adventure-works.com,50000,0,Graduate Degree,Skilled Manual,Y,53
17692,MS.,Emily,Smith,1973-10-19,Single,Female,emily0@adventure-works.com,50000,0,Graduate Degree,Skilled Manual,N,53
17693,MR.,Justin,Jenkins,1973-03-11,Single,Male,justin3@adventure-works.com,50000,1,Graduate Degree,Skilled Manual,Y,53
17694,MRS.,Joan,Carter,1973-08-06,Single,Female,joan13@adventure-works.com,50000,1,Graduate Degree,Skilled Manual,Y,53
17695,MR.,Hunter,Washington,1973-05-15,Single,Male,hunter10@adventure-works.com,50000,1,Graduate Degree,Skilled Manual,Y,53
17696,Unknown,Madison,Simmons,1973-04-21,Single,Unknown,madison27@adventure-works.com,50000,1,Graduate Degree,Skilled Manual,Y,53
17697,MR.,Nathaniel,Gray,1972-08-07,Single,Male,nathaniel7@adventure-works.com,50000,1,Graduate Degree,Skilled Manual,Y,54
17698,MR.,Xavier,Butler,1971-11-20,Married,Male,xavier54@adventure-works.com,60000,1,Graduate Degree,Skilled Manual,Y,55
17699,MR.,Jesse,Bell,1971-03-17,Married,Male,jesse14@adventure-works.com,60000,1,Graduate Degree,Skilled Manual,N,55
17700,MR.,Hector,Torres,1972-10-24,Single,Male,hector10@adventure-works.com,10000,0,Graduate Degree,Manual,Y,54
17701,MRS.,Cassidy,Washington,1953-05-24,Married,Female,cassidy14@adventure-works.com,10000,1,Graduate Degree,Manual,Y,73
17702,MR.,Jack,King,1968-11-05,Married,Male,jack55@adventure-works.com,10000,1,Graduate Degree,Manual,Y,58
17703,MRS.,Pamela,Fernandez,1966-02-18,Married,Female,pamela19@adventure-works.com,10000,1,Graduate Degree,Manual,Y,60
17704,MR.,Nelson,Moreno,1962-01-11,Married,Male,nelson6@adventure-works.com,10000,1,Graduate Degree,Manual,Y,64
17705,MR.,Kelvin,Guo,1962-12-16,Married,Male,kelvin36@adventure-works.com,20000,1,Graduate Degree,Clerical,Y,64
17706,MR.,Gabriel,Coleman,1961-09-11,Married,Male,gabriel2@adventure-works.com,10000,1,Bachelors,Manual,Y,65
17707,MRS.,Mindy,Deng,1961-08-08,Single,Female,mindy5@adventure-works.com,10000,1,Bachelors,Manual,Y,65
17708,MR.,Timothy,Sneath,1961-06-17,Married,Male,timothy1@adventure-works.com,20000,1,Graduate Degree,Clerical,Y,65
17709,MR.,Martin,Raman,1961-05-13,Married,Male,martin17@adventure-works.com,20000,1,Graduate Degree,Clerical,Y,65
17710,MRS.,Natalie,Stewart,1936-07-25,Married,Female,natalie0@adventure-works.com,30000,1,Graduate Degree,Clerical,Y,90
17711,MRS.,Kristin,Luo,1961-04-09,Married,Female,kristin8@adventure-works.com,20000,1,Graduate Degree,Clerical,Y,65
17712,MR.,Gary,Blanco,1958-05-09,Single,Male,gary26@adventure-works.com,10000,1,Bachelors,Manual,Y,68
17713,MR.,David,Johnson,1956-07-11,Single,Male,david74@adventure-works.com,10000,2,Partial College,Manual,Y,70
17714,MRS.,Tanya,Gutierrez,1956-10-25,Married,Female,tanya7@adventure-works.com,20000,1,Bachelors,Clerical,Y,70
17715,MR.,Rafael,Pal,1956-02-25,Married,Male,rafael36@adventure-works.com,20000,1,Bachelors,Clerical,Y,70
17716,MR.,Cesar,Gonzalez,1956-06-15,Married,Male,cesar18@adventure-works.com,20000,1,Bachelors,Clerical,Y,70
17717,MR.,Jeremiah,Miller,1954-11-25,Single,Male,jeremiah0@adventure-works.com,10000,2,Partial College,Manual,Y,72
17718,MRS.,Lindsay,Jai,1937-04-22,Married,Female,lindsay11@adventure-works.com,20000,1,Graduate Degree,Clerical,Y,89
17719,Unknown,Vincent,Gao,1938-09-11,Married,Unknown,vincent14@adventure-works.com,10000,2,Bachelors,Clerical,Y,88
17720,MRS.,Deanna,Diaz,1939-05-20,Single,Female,deanna28@adventure-works.com,30000,1,Bachelors,Clerical,Y,87
17721,MRS.,Cheryl,Alan,1941-01-03,Married,Female,cheryl10@adventure-works.com,10000,2,Partial College,Manual,Y,85
17722,MR.,Jerome,Serrano,1942-11-07,Married,Male,jerome15@adventure-works.com,20000,1,Partial College,Manual,Y,84
17723,MR.,Johnathan,Malhotra,1942-10-09,Married,Male,johnathan6@adventure-works.com,30000,1,Bachelors,Clerical,Y,84
17724,MS.,Sheila,Blanco,1980-04-21,Married,Female,sheila14@adventure-works.com,10000,0,Partial College,Manual,Y,46
17725,MR.,Daniel,Martinez,1980-11-03,Single,Male,daniel15@adventure-works.com,10000,0,Partial College,Manual,Y,46
17726,MS.,Caroline,Griffin,1980-09-20,Single,Female,caroline22@adventure-works.com,10000,0,Partial College,Manual,Y,46
17727,MS.,Monique,Gill,1979-11-03,Married,Female,monique10@adventure-works.com,10000,0,Partial College,Manual,Y,47
17728,MS.,Maria,Perry,1978-05-12,Single,Female,maria31@adventure-works.com,10000,0,Partial College,Manual,N,48
17729,MR.,Edgar,Garcia,1978-02-24,Married,Male,edgar16@adventure-works.com,10000,0,Partial College,Manual,N,48
17730,MS.,Bridget,Tang,1978-10-03,Single,Female,bridget5@adventure-works.com,10000,0,Partial College,Manual,Y,48
17731,MS.,Tracy,Sharma,1978-05-04,Married,Female,tracy8@adventure-works.com,10000,0,Partial College,Manual,N,48
17732,MR.,Allen,Rodriguez,1979-08-18,Married,Male,allen18@adventure-works.com,20000,0,Bachelors,Clerical,Y,47
17733,MR.,Alberto,Gill,1979-08-27,Married,Male,alberto14@adventure-works.com,20000,0,Bachelors,Clerical,Y,47
17734,MS.,Leah,Sun,1978-07-03,Married,Female,leah10@adventure-works.com,20000,0,Bachelors,Clerical,Y,48
17735,MR.,Connor,Yang,1977-05-24,Single,Male,connor22@adventure-works.com,10000,1,High School,Manual,N,49
17736,MRS.,Kristine,Vazquez,1977-12-07,Single,Female,kristine15@adventure-works.com,10000,1,High School,Manual,N,49
17737,MRS.,Nicole,Gonzales,1943-06-01,Married,Female,nicole66@adventure-works.com,20000,2,Partial College,Manual,Y,83
17738,MR.,Nicolas,Deng,1943-06-06,Single,Male,nicolas0@adventure-works.com,20000,2,Partial College,Manual,Y,83
17739,MR.,Colin,Cai,1961-11-10,Single,Male,colin21@adventure-works.com,20000,1,Partial College,Manual,N,65
17740,MRS.,Colleen,Liang,1961-06-06,Single,Female,colleen17@adventure-works.com,20000,1,Partial College,Manual,N,65
17742,MR.,Randall,Romero,1961-05-03,Single,Male,randall10@adventure-works.com,30000,4,Graduate Degree,Clerical,Y,65
17743,MR.,Gerald,Gomez,1961-09-14,Single,Male,gerald9@adventure-works.com,30000,3,Graduate Degree,Clerical,Y,65
17744,MR.,Chad,Nath,1961-06-17,Married,Male,chad19@adventure-works.com,30000,3,Graduate Degree,Clerical,Y,65
17745,MRS.,Tanya,Suarez,1960-01-14,Married,Female,tanya16@adventure-works.com,20000,1,Partial College,Manual,Y,66
17746,MR.,Cedric,Nath,1960-06-12,Married,Male,cedric37@adventure-works.com,20000,1,Partial College,Manual,Y,66
17747,MR.,Franklin,Xie,1960-11-19,Married,Male,franklin21@adventure-works.com,30000,3,Graduate Degree,Clerical,Y,66
17748,MR.,Geoffrey,Kapoor,1959-05-17,Single,Male,geoffrey1@adventure-works.com,10000,1,High School,Manual,N,67
17749,MRS.,Leah,Wu,1959-09-19,Married,Female,leah5@adventure-works.com,10000,1,High School,Manual,Y,67
17750,MRS.,Shawna,Jai,1959-11-23,Married,Female,shawna12@adventure-works.com,20000,2,Partial College,Manual,Y,67
17751,MR.,Isaiah,Bailey,1958-10-13,Single,Male,isaiah15@adventure-works.com,20000,2,Partial College,Manual,Y,68
17752,MRS.,Deanna,Hernandez,1958-06-14,Married,Female,deanna29@adventure-works.com,20000,2,Partial College,Manual,Y,68
17753,MRS.,Kendra,Sanz,1960-04-15,Single,Female,kendra20@adventure-works.com,30000,3,Bachelors,Clerical,Y,66
17754,MRS.,Stephanie,King,1960-07-16,Single,Female,stephanie64@adventure-works.com,30000,3,Bachelors,Clerical,Y,66
17755,MRS.,Zoe,Cox,1960-01-17,Married,Female,zoe9@adventure-works.com,30000,3,Bachelors,Clerical,Y,66
17756,MRS.,Jill,Ashe,1958-05-18,Married,Female,jill12@adventure-works.com,30000,1,Bachelors,Clerical,Y,68
17757,MR.,Seth,Hayes,1970-03-17,Single,Male,seth71@adventure-works.com,20000,0,Partial College,Manual,Y,56
17758,MS.,Linda,Gill,1970-06-23,Married,Female,linda29@adventure-works.com,20000,0,Partial College,Manual,N,56
17759,MR.,Kristopher,Sanchez,1970-09-18,Single,Male,kristopher19@adventure-works.com,20000,0,Partial College,Manual,N,56
17760,MS.,Diana,Romero,1970-01-16,Single,Female,diana8@adventure-works.com,20000,0,Partial College,Manual,N,56
17761,MR.,Kristopher,Sai,1970-08-04,Married,Male,kristopher6@adventure-works.com,30000,0,Bachelors,Clerical,N,56
17762,MRS.,Rachel,Rodriguez,1969-06-18,Single,Female,rachel23@adventure-works.com,10000,2,High School,Manual,Y,57
17763,MS.,Jacquelyn,Martin,1969-08-15,Single,Female,jacquelyn0@adventure-works.com,20000,0,Partial College,Manual,N,57
17764,MR.,Terrance,Garcia,1969-09-17,Married,Male,terrance12@adventure-works.com,30000,0,Bachelors,Clerical,Y,57
17765,MRS.,Valerie,Zhang,1969-02-04,Married,Female,valerie1@adventure-works.com,30000,1,Bachelors,Clerical,Y,57
17766,MR.,Jake,Xu,1969-11-14,Married,Male,jake11@adventure-works.com,40000,0,Graduate Degree,Clerical,Y,57
17767,MR.,Tommy,Raje,1969-09-04,Married,Male,tommy10@adventure-works.com,40000,0,Graduate Degree,Clerical,Y,57
17768,MR.,Luis,Parker,1952-03-22,Single,Male,luis33@adventure-works.com,10000,3,Partial College,Manual,Y,74
17769,MR.,Nathan,Martin,1952-11-14,Single,Male,nathan72@adventure-works.com,10000,3,Partial College,Manual,Y,74
17770,MR.,Grant,Xie,1952-04-09,Single,Male,grant5@adventure-works.com,10000,3,Partial College,Manual,Y,74
17771,MRS.,Holly,Chandra,1952-05-10,Married,Female,holly4@adventure-works.com,10000,3,Partial College,Manual,N,74
17772,MR.,Leonard,Andersen,1952-05-10,Single,Male,leonard14@adventure-works.com,20000,2,Partial College,Manual,Y,74
17773,MRS.,Crystal,Lin,1968-04-14,Single,Female,crystal10@adventure-works.com,10000,3,High School,Manual,Y,58
17775,MR.,Ricky,Moreno,1968-02-24,Single,Male,ricky6@adventure-works.com,20000,1,Partial College,Manual,N,58
17776,MRS.,Diana,Jimenez,1968-07-14,Single,Female,diana4@adventure-works.com,20000,1,Partial College,Manual,N,58
17777,MR.,Armando,Alvarez,1968-07-03,Married,Male,armando5@adventure-works.com,30000,1,Bachelors,Clerical,Y,58
17778,MS.,Kari,Prasad,1968-09-24,Married,Female,kari10@adventure-works.com,40000,0,Graduate Degree,Clerical,Y,58
17779,MS.,Madison,Patterson,1968-05-11,Married,Female,madison46@adventure-works.com,40000,0,Graduate Degree,Clerical,Y,58
17780,MS.,Alisha,Huang,1968-04-11,Married,Female,alisha6@adventure-works.com,40000,0,Graduate Degree,Clerical,Y,58
17781,MR.,Jake,She,1968-04-28,Married,Male,jake21@adventure-works.com,40000,0,Graduate Degree,Clerical,Y,58
17782,MS.,Casey,Shan,1968-11-16,Married,Female,casey11@adventure-works.com,40000,0,Graduate Degree,Clerical,Y,58
17783,MRS.,Tracy,Jai,1967-07-16,Single,Female,tracy10@adventure-works.com,10000,3,Partial High School,Manual,Y,59
17784,MRS.,Mayra,Patel,1967-03-20,Single,Female,mayra2@adventure-works.com,10000,4,Partial High School,Manual,Y,59
17785,MR.,Pedro,Chapman,1967-10-19,Married,Male,pedro2@adventure-works.com,20000,1,Partial College,Manual,Y,59
17786,MRS.,Kathleen,Gutierrez,1967-10-25,Single,Female,kathleen13@adventure-works.com,20000,1,Partial College,Manual,N,59
17787,MR.,Alejandro,Zhao,1967-10-17,Single,Male,alejandro13@adventure-works.com,20000,1,Partial College,Manual,N,59
17788,MR.,Jeffery,Liu,1967-10-18,Married,Male,jeffery4@adventure-works.com,20000,1,High School,Manual,Y,59
17789,MRS.,Kari,Dominguez,1967-06-12,Single,Female,kari33@adventure-works.com,30000,1,Bachelors,Clerical,N,59
17790,MR.,Darryl,Ye,1967-05-12,Single,Male,darryl9@adventure-works.com,30000,1,Bachelors,Clerical,N,59
17791,MRS.,Sydney,Davis,1967-11-25,Married,Female,sydney69@adventure-works.com,30000,1,Bachelors,Clerical,Y,59
17792,MS.,Bridget,Andersen,1967-12-22,Married,Female,bridget15@adventure-works.com,40000,0,Bachelors,Clerical,Y,59
17793,MS.,Kathleen,Alvarez,1967-09-07,Married,Female,kathleen6@adventure-works.com,40000,0,Bachelors,Clerical,Y,59
17794,MR.,Theodore,Rowe,1966-02-09,Married,Male,theodore22@adventure-works.com,30000,1,Bachelors,Clerical,Y,60
17795,MRS.,Jaime,Diaz,1966-08-01,Married,Female,jaime3@adventure-works.com,30000,1,Bachelors,Skilled Manual,Y,60
17796,MR.,Eduardo,Taylor,1965-08-14,Single,Male,eduardo7@adventure-works.com,10000,4,Partial High School,Manual,Y,61
17797,MRS.,Ebony,Martinez,1965-10-05,Single,Female,ebony18@adventure-works.com,20000,2,High School,Manual,Y,61
17798,MRS.,Robin,Ortega,1965-05-26,Single,Female,robin17@adventure-works.com,20000,2,High School,Manual,Y,61
